,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1720,6.62265,-35.8787,1687.28,-3.00499,-21.355,1670.33,13.3955,-32.4077,1663.7,-76.5784,126.035,1768.12,-71.5873,124.115,1749.59,-90.9793,133.406,1756.17
1721,9.07749,-34.9483,1686.22,-0.659692,-20.8015,1669.28,16.0526,-30.856,1662.58,-74.8461,126.523,1769.37,-69.9651,124.493,1750.82,-89.7121,133.789,1757.18
1722,11.4253,-34.0966,1685.22,1.57771,-19.5281,1668.29,17.9163,-30.7678,1661.56,-73.5243,126.99,1770.57,-68.3726,124.935,1752,-87.909,134.235,1758.33
1723,13.6684,-33.2756,1684.17,3.64111,-19.201,1667.33,20.394,-29.097,1660.56,-71.5444,127.593,1771.64,-66.5154,125.472,1753.13,-86.3903,134.62,1759.48
1724,15.8117,-32.4766,1683.23,5.80503,-18.0922,1666.49,22.5199,-28.2894,1659.55,-69.9804,128.097,1772.82,-64.6492,126.061,1754.26,-84.3086,135.258,1760.45
1725,17.8391,-31.7424,1682.37,7.62507,-17.6062,1665.6,24.4326,-27.5781,1658.77,-67.9492,128.639,1773.65,-62.755,126.714,1755.21,-82.5928,135.808,1761.43
1726,19.8024,-31.1167,1681.67,9.81366,-16.546,1664.98,25.9962,-27.5705,1658.02,-66.296,129.23,1774.74,-60.9278,127.158,1756.23,-80.3781,136.485,1762.33
1727,21.7452,-30.5478,1681.18,11.487,-16.3384,1664.46,28.2397,-26.1563,1657.47,-64.0241,130.001,1775.6,-58.9421,127.888,1757.03,-78.9301,137.029,1763.13
1728,23.5455,-30.0044,1680.69,13.3637,-15.4538,1663.83,29.8985,-25.8737,1657.06,-62.4601,130.675,1776.34,-57.0181,128.513,1757.84,-76.6034,137.799,1763.92
1729,26.9249,-29.3175,1680.12,16.641,-14.7617,1663.51,33.1168,-25.2758,1656.34,-60.1611,131.49,1777.12,-54.8668,129.187,1758.77,-74.8327,138.446,1764.77
1730,28.4639,-29.1411,1679.96,18.1175,-14.7139,1663.28,34.3221,-25.5373,1656.17,-58.1536,132.352,1778.03,-52.8409,130.052,1759.45,-72.6508,139.354,1765.39
1731,29.8547,-29.1083,1679.8,19.3114,-14.768,1663.21,35.5308,-25.5877,1656.03,-56.0324,133.286,1778.61,-50.5654,130.858,1760.27,-70.335,140.159,1766.2
1732,31.0824,-29.0646,1679.63,20.6398,-14.5187,1663.17,36.7806,-25.5125,1655.87,-53.6281,134.305,1779.4,-48.3074,131.87,1760.98,-68.2532,141.101,1766.97
1733,32.2401,-29.1354,1679.59,21.566,-14.9593,1662.99,38.3757,-24.648,1655.92,-51.5231,135.284,1780.11,-46.1201,132.738,1761.69,-65.837,142.209,1767.43
1734,33.2175,-29.3266,1679.61,22.5134,-15.1705,1663.17,39.2546,-24.8486,1655.92,-49.1297,136.401,1780.68,-43.6736,133.757,1762.14,-63.3859,143.235,1767.9
1735,34.1279,-29.618,1679.66,23.2474,-15.4501,1663.27,40.0455,-25.1653,1655.99,-46.5262,137.72,1780.97,-41.3071,134.782,1762.66,-61.0887,144.331,1768.44
1736,34.8707,-29.9651,1679.69,24.0635,-15.8181,1663.35,40.776,-25.4545,1656.08,-44.2371,138.924,1781.34,-38.9072,135.962,1763.11,-58.7411,145.565,1768.76
1737,35.4601,-30.433,1679.76,23.9486,-16.511,1663.03,41.3488,-25.8466,1656.08,-41.927,140.31,1781.47,-36.5159,137.271,1763.36,-56.1243,146.867,1768.82
1738,35.9623,-30.9453,1679.76,25.0485,-16.703,1663.39,41.8879,-26.2,1656.16,-39.558,141.866,1781.71,-33.9707,138.641,1763.41,-53.7639,148.263,1768.89
1739,36.3286,-31.5455,1679.79,25.4885,-17.0311,1663.52,42.2334,-26.583,1656.2,-37.002,143.403,1781.66,-31.6463,140.276,1763.3,-51.5729,149.754,1768.77
1740,36.5901,-32.1117,1679.76,25.7019,-17.6439,1663.35,42.4921,-27.1957,1656.23,-34.4577,145.11,1781.45,-29.3663,141.671,1763.18,-49.3524,151.317,1768.59
1741,36.7221,-32.903,1679.87,25.7802,-18.4769,1663.47,42.431,-28.463,1656.3,-32.0664,146.932,1781.21,-26.9375,143.438,1762.83,-46.8313,153.159,1768.27
1742,36.8115,-33.7694,1680.02,26.1934,-18.8336,1663.99,42.4892,-29.1999,1656.46,-29.6889,148.842,1780.67,-24.3839,145.203,1762.46,-44.1015,154.839,1767.78
1743,36.8369,-34.6476,1680.24,26.1678,-19.7853,1664.23,42.7625,-29.5128,1656.78,-27.3665,150.754,1780.12,-21.9182,147.031,1761.96,-41.5245,156.732,1767.19
1744,36.8621,-35.649,1680.56,25.9136,-20.9924,1664.66,42.7406,-30.3592,1657.16,-24.8304,152.82,1779.1,-19.4716,148.805,1761.24,-39.2767,158.544,1766.38
1745,36.7575,-36.726,1680.95,25.9229,-21.6466,1665.12,42.5929,-31.2804,1657.53,-22.4756,154.819,1778.22,-17.0755,150.715,1760.31,-36.9057,160.448,1765.59
1746,36.5664,-37.7858,1681.31,25.818,-22.649,1665.64,42.4029,-32.2491,1657.97,-19.9602,157.021,1777.3,-14.7692,152.85,1759.39,-34.5649,162.479,1764.69
1747,36.316,-38.9552,1681.76,25.5055,-23.8648,1665.88,42.1014,-33.2617,1658.4,-17.4701,159.225,1776.31,-12.538,154.878,1758.26,-32.4392,164.567,1763.59
1748,36.0674,-40.0137,1682.18,25.3644,-24.4578,1666.7,41.7348,-34.3614,1658.81,-15.1397,161.552,1775.2,-10.2459,156.879,1757.34,-30.2073,166.774,1762.4
1749,35.6999,-41.1524,1682.56,24.7538,-25.999,1667.31,41.4008,-35.3063,1659.28,-12.8441,163.849,1773.96,-7.8832,159.253,1756.01,-27.7637,168.938,1761.27
1750,35.2087,-42.3148,1683.05,24.315,-26.8084,1667.66,40.7305,-36.4812,1659.74,-10.6475,166.2,1772.65,-5.76438,161.493,1754.64,-25.5151,171.228,1759.71
1751,34.6987,-43.4074,1683.6,23.6841,-27.9697,1668.23,40.1036,-37.6474,1660.29,-8.66932,168.682,1771.1,-3.5887,163.904,1753.08,-23.2921,173.435,1758.24
1752,34.1766,-44.5774,1684.13,23.2026,-29.2038,1668.83,39.722,-38.4898,1660.85,-6.6645,171.059,1769.39,-1.56066,166.135,1751.53,-21.4945,175.71,1756.61
1753,33.5677,-45.7839,1684.74,22.5824,-30.2273,1669.51,39.0296,-39.6907,1661.56,-4.69336,173.549,1767.55,0.408976,168.358,1749.68,-19.6177,178.042,1754.74
1754,33.0392,-47.0096,1685.33,22.0972,-31.2672,1670.23,38.5754,-40.665,1662.09,-2.67788,175.959,1765.6,2.5474,170.86,1747.64,-17.692,180.368,1752.95
1755,32.4636,-48.2662,1685.93,21.5236,-32.4725,1671.04,37.9311,-41.9869,1662.73,-0.455616,178.465,1763.95,4.49857,173.416,1745.68,-15.8831,182.69,1751.06
1756,31.97,-49.5383,1686.55,20.9692,-33.7305,1671.68,37.3412,-43.187,1663.39,1.55222,180.961,1761.81,5.96355,175.621,1743.89,-13.7106,185.157,1749.28
1757,31.56,-50.843,1687.22,20.4301,-34.9794,1672.5,36.7992,-44.3519,1664.03,3.58474,183.387,1759.92,7.77904,177.96,1741.94,-11.4634,187.716,1747.04
1758,31.0702,-52.0558,1687.87,19.8883,-36.246,1673.4,36.2264,-45.5559,1664.75,5.38119,185.881,1757.79,9.32079,180.294,1740.35,-10.0729,189.676,1745.31
1759,30.589,-53.2741,1688.68,19.5594,-37.0695,1674.14,35.6455,-46.821,1665.57,7.15539,188.238,1755.86,11.6608,182.836,1738.34,-8.97144,192.031,1743.33
1760,30.1448,-54.4767,1689.49,18.8952,-38.3901,1675.03,35.1919,-47.63,1666.36,8.84562,190.674,1753.74,14.2411,185.391,1735.83,-7.15485,194.474,1741.27
1761,29.6718,-55.5943,1690.39,18.3492,-39.5163,1676.14,34.5971,-48.7608,1667.32,10.6719,193.217,1751.44,15.9369,187.824,1733.68,-5.32624,196.853,1739.3
1762,29.1063,-56.7225,1691.28,17.7342,-40.5937,1677.08,33.8857,-49.8348,1668.29,12.4677,195.776,1749.42,17.7726,190.248,1731.49,-3.03988,199.271,1736.72
1763,28.4807,-57.786,1692.24,16.9871,-41.5725,1678.11,33.3445,-50.5641,1669.27,14.4597,198.463,1746.83,19.5249,192.62,1729.42,-1.24219,201.753,1734.66
1764,27.839,-58.7798,1693.29,16.2982,-42.5333,1679.28,32.5345,-51.5873,1670.26,15.9569,200.903,1744.87,21.0564,195.02,1727.17,0.289425,204.209,1732.29
1765,27.157,-59.7125,1694.35,15.5132,-43.517,1680.52,31.8782,-52.3984,1671.27,17.4491,203.352,1742.43,21.5381,196.81,1724.88,1.87196,206.771,1729.76
1766,26.4438,-60.6506,1695.5,14.7293,-44.3932,1681.7,31.1181,-53.1856,1672.37,18.8847,205.759,1740.08,23.0118,199.265,1722.59,3.50951,209.149,1727.6
1767,25.6502,-61.5646,1696.69,13.9226,-45.1246,1683.01,30.1729,-54.1294,1673.44,20.4962,208.401,1737.84,24.3746,201.759,1720.22,4.89615,211.481,1725.26
1768,24.9657,-62.4517,1697.82,12.9128,-46.1494,1684.22,29.3756,-54.7845,1674.77,22.016,210.995,1735.37,25.8121,204.371,1717.93,5.81036,213.718,1723.2
1769,24.1058,-63.2944,1699.11,11.8167,-46.9862,1685.54,28.3363,-55.585,1676.13,22.9411,213.408,1732.87,26.8153,206.689,1715.57,6.95554,216.222,1720.86
1770,23.0848,-64.1492,1700.45,10.7754,-47.754,1686.97,27.2372,-56.3339,1677.54,24.0476,215.993,1730.69,27.9765,209.318,1713.1,8.37066,218.897,1718.26
1771,22.0302,-64.9389,1701.85,9.73284,-48.4043,1688.61,25.88,-57.3392,1679,25.6292,218.653,1728.07,29.3486,212.095,1710.79,9.3217,221.328,1716.05
1772,20.7266,-65.6215,1703.44,8.35751,-49.2949,1690.25,24.6633,-57.7863,1680.55,26.4168,221.231,1725.74,30.2229,214.35,1708.67,10.2539,223.666,1713.77
1773,19.3513,-66.2642,1705.1,7.02098,-49.9296,1691.81,23.3233,-58.3255,1682.13,27.3263,223.77,1723.57,31.2924,217.17,1706.1,11.4036,226.173,1711.34
1774,17.7649,-66.9421,1706.57,5.41389,-50.6708,1693.47,21.7136,-59.0741,1683.78,28.5415,226.367,1721.2,32.2221,219.463,1703.94,12.1452,228.574,1709.14
1775,16.1808,-67.6295,1708.19,3.80502,-51.3724,1695.23,20.0403,-59.7759,1685.47,29.2126,228.94,1718.91,33.121,221.874,1701.68,13.1803,231.039,1706.89
1776,14.4101,-68.1895,1709.95,2.02049,-51.8974,1697.03,18.1124,-60.668,1687.07,30.0608,231.438,1716.59,34.011,224.546,1699.13,14.0331,233.495,1704.51
1777,12.6525,-68.7301,1711.68,0.12854,-52.7094,1698.76,16.4874,-60.9535,1688.98,31.1379,233.995,1714.17,34.7634,227.17,1696.63,14.5524,235.835,1702.19
1778,10.7528,-69.1661,1713.4,-1.85369,-53.1025,1700.48,14.5911,-61.4745,1690.77,31.529,236.469,1711.75,35.5072,229.613,1694.34,15.6048,238.266,1699.94
1779,8.83458,-69.5984,1715.23,-3.72849,-53.5291,1702.36,12.3322,-62.1759,1692.38,32.4122,238.946,1709.42,36.2541,232.158,1691.98,15.7923,240.469,1697.61
1780,6.78992,-69.9371,1716.97,-5.81786,-53.9169,1703.99,10.5121,-62.2961,1694.36,32.9817,241.313,1707.33,36.9299,234.598,1689.7,16.766,242.886,1695.44
1781,4.7147,-70.1265,1718.9,-7.76871,-54.1041,1705.86,8.23945,-62.7674,1695.92,33.7818,243.715,1704.94,37.6325,237.02,1687.61,17.168,244.95,1693.51
1782,2.51397,-70.361,1720.52,-10.1945,-54.4781,1707.51,6.16611,-62.6655,1697.82,34.3377,246.057,1702.89,38.1459,239.191,1685.46,18.0512,247.388,1691.1
1783,0.322099,-70.4363,1722.32,-12.2978,-54.4473,1709.38,3.91034,-62.6887,1699.62,34.9657,248.33,1700.89,38.837,241.601,1683.3,18.3184,249.445,1689.23
1784,-2.03481,-70.447,1724.1,-14.6279,-54.4178,1711.5,1.45486,-62.9199,1701.42,35.4455,250.522,1698.74,39.2936,243.645,1681.32,19.2409,251.624,1687.17
1785,-4.24671,-70.2657,1726.08,-16.9455,-54.444,1713.3,-0.737458,-62.6377,1703.52,36.109,252.725,1696.73,39.8276,245.809,1679.2,19.3773,253.662,1685.09
1786,-6.55257,-70.0486,1728,-19.1916,-54.1371,1715.32,-3.16894,-62.4118,1705.5,36.6575,254.816,1694.72,40.4136,247.803,1677.3,20.2239,255.64,1683.31
1787,-8.90966,-69.7361,1730.05,-21.5766,-53.7574,1717.28,-5.66035,-62.354,1707.29,37.1965,256.935,1692.76,40.9383,249.778,1675.46,20.3993,257.603,1680.98
1788,-11.2932,-69.3175,1731.86,-23.9066,-53.3593,1719.18,-7.89649,-61.7666,1709.31,37.6388,258.927,1690.82,41.46,251.761,1673.53,21.0716,259.531,1679.29
1789,-13.6305,-68.7953,1733.77,-26.3278,-52.94,1721.05,-10.1276,-61.2359,1711.25,38.3013,260.89,1688.81,41.7499,253.535,1671.79,21.4771,261.378,1677.36
1790,-15.8895,-68.2263,1735.7,-28.7417,-52.4894,1722.57,-12.4864,-60.7629,1712.96,38.6471,262.818,1687.02,42.2734,255.498,1669.78,21.8471,263.193,1675.63
1791,-18.1316,-67.6826,1737.54,-30.766,-51.7589,1724.47,-14.7112,-60.1684,1714.7,39.2981,264.71,1685.03,42.635,257.244,1668,22.5144,265.083,1673.85
1792,-20.1762,-66.9897,1739.5,-33.0017,-51.0269,1726.3,-17.0449,-59.7188,1716.38,39.4992,266.5,1683.35,43.1322,259.179,1665.95,22.6854,266.66,1671.95
1793,-22.382,-66.2871,1741.22,-35.3428,-50.476,1727.92,-19.2607,-58.9307,1718.08,39.9097,268.259,1681.45,43.4905,260.761,1664.31,23.0428,268.331,1670.47
1794,-24.5019,-65.5131,1743.01,-37.6779,-49.871,1729.31,-21.4171,-58.0971,1719.76,40.4189,269.879,1679.7,43.8043,262.379,1662.52,23.4208,269.877,1668.6
1795,-26.7396,-64.7298,1744.54,-39.7434,-49.0506,1730.92,-23.5749,-57.4113,1721.22,40.5674,271.411,1677.93,44.2569,263.973,1660.81,23.5567,271.319,1666.94
1796,-28.8408,-63.7365,1746.05,-41.9079,-48.189,1732.37,-25.6771,-56.5333,1722.74,41.1435,273.035,1676.26,44.4899,265.497,1659.11,24.0536,272.768,1665.3
1797,-31.0438,-62.7895,1747.54,-43.9124,-47.0432,1733.81,-28.0266,-55.9398,1724,41.6187,274.452,1674.73,44.9859,266.809,1657.64,24.6209,274.214,1663.89
1798,-33.1772,-61.803,1748.96,-46.1803,-46.3679,1735.07,-29.7858,-54.7678,1725.63,41.7478,275.758,1673.28,45.329,268.252,1656.08,24.7011,275.524,1662.38
1799,-35.256,-60.744,1750.3,-48.359,-45.6594,1736.27,-31.8854,-53.8406,1727.07,42.0613,277.132,1671.96,45.6679,269.462,1654.81,25.1787,276.67,1660.87
1800,-39.224,-58.5829,1753.02,-51.9617,-43.4001,1738.99,-35.9001,-52.0197,1729.6,42.7917,278.29,1670.51,46.0514,270.691,1653.39,25.7037,277.921,1659.73
1801,-41.2106,-57.4894,1754.3,-54.0708,-42.5396,1740.21,-37.748,-50.9103,1730.9,42.855,279.419,1669.17,46.4439,271.833,1652.13,25.8301,279.015,1658.28
1802,-43.0809,-56.391,1755.48,-55.7781,-41.1544,1741.45,-39.7349,-50.0707,1732.04,43.0763,280.448,1668.03,46.7735,272.885,1650.92,26.0262,279.741,1657.18
1803,-44.9425,-55.2416,1756.62,-57.5863,-40.1238,1742.56,-41.6365,-49.0416,1733.16,43.7305,281.276,1666.77,47.0099,273.624,1649.58,26.5687,280.641,1656.18
1804,-46.7697,-54.1466,1757.8,-59.425,-39.0885,1743.56,-43.4203,-48.076,1734.22,44.0947,282.044,1665.6,47.3331,274.397,1648.61,26.9926,281.532,1655
1805,-48.5427,-53.0226,1758.81,-61.2054,-38.0067,1744.57,-45.1312,-46.9401,1735.29,44.4145,282.671,1664.57,47.8058,275.16,1647.56,27.2674,281.941,1654.03
1806,-50.2464,-51.8601,1759.83,-62.8754,-36.891,1745.5,-46.8119,-45.8888,1736.28,44.6922,283.132,1663.89,48.2029,275.603,1646.67,27.5652,282.405,1653.25
1807,-51.9004,-50.6553,1760.82,-64.6393,-35.8933,1746.28,-48.2934,-44.4298,1737.34,45.0987,283.48,1663.08,48.6523,276.014,1645.77,28.0497,282.678,1652.43
1808,-53.5259,-49.3885,1761.71,-66.0671,-34.5944,1747.17,-49.9082,-43.745,1738.13,45.8522,283.708,1662.31,49.1079,276.253,1645.2,28.6167,283.061,1651.81
1809,-55.0768,-48.1891,1762.62,-67.28,-33.4036,1747.65,-51.4712,-42.5164,1739.05,46.289,283.87,1661.83,49.6101,276.477,1644.71,29.2367,283.206,1651.28
1810,-56.6378,-46.9352,1763.42,-68.7293,-32.1174,1748.24,-52.9047,-41.3152,1739.75,46.931,283.861,1661.4,50.2474,276.634,1644.3,29.8343,283.259,1650.78
1811,-58.1615,-45.6157,1764.26,-70.4848,-31.003,1749.22,-54.2406,-39.8982,1740.64,47.3498,283.759,1661.05,50.7905,276.555,1643.92,30.2197,283.09,1650.39
1812,-59.6203,-44.1931,1765.01,-72.0959,-29.7458,1750.02,-55.6686,-38.6722,1741.35,47.8682,283.526,1660.75,51.3202,276.382,1643.64,30.5727,282.883,1650.27
1813,-60.9914,-42.7929,1765.74,-73.352,-28.2572,1750.72,-57.1158,-37.5598,1742.13,48.4131,283.16,1660.56,51.8048,276.079,1643.44,31.0252,282.547,1650.12
1814,-62.4484,-41.412,1766.35,-74.8273,-26.9811,1751.23,-58.3923,-36.0741,1742.83,49.0495,282.635,1660.51,52.304,275.558,1643.38,31.5229,281.96,1650.09
1815,-63.7962,-39.8495,1766.99,-76.2276,-25.5316,1751.9,-59.6186,-34.5598,1743.37,49.7237,281.999,1660.52,52.9246,274.958,1643.37,32.2557,281.346,1650.22
1816,-65.0801,-38.3917,1767.6,-77.4032,-23.9544,1752.48,-60.8845,-33.1411,1743.94,50.301,281.351,1660.79,53.5139,274.322,1643.44,33.0435,280.71,1650.28
1817,-66.362,-36.936,1768.15,-78.4759,-22.6709,1752.55,-62.1527,-31.6741,1744.57,51.2461,280.376,1660.96,54.2233,273.526,1643.69,33.7884,279.917,1650.66
1818,-67.5797,-35.39,1768.71,-79.8577,-21.1687,1753.4,-63.3778,-30.3199,1745.13,51.938,279.419,1661.45,54.9147,272.581,1644.03,34.6417,279.107,1651.13
1819,-68.7906,-33.8264,1769.3,-81.0536,-19.6009,1754.11,-64.4585,-28.7603,1745.6,52.7778,278.305,1661.83,55.6405,271.421,1644.49,35.2345,277.894,1651.59
1820,-69.9874,-32.2069,1769.77,-82.0453,-17.9885,1754.16,-65.5418,-27.0375,1746.14,53.422,276.922,1662.47,56.3959,270.314,1645.08,36.0646,276.816,1652.04
1821,-71.1135,-30.5904,1770.26,-83.3337,-16.4619,1754.84,-66.7832,-25.5736,1746.7,54.0204,275.555,1663.25,57.0876,268.906,1645.78,36.7925,275.354,1652.77
1822,-72.2955,-28.9027,1770.75,-84.4629,-14.7955,1755.34,-67.9019,-23.9415,1747.11,54.9667,274,1664,57.886,267.541,1646.43,37.5978,273.928,1653.82
1823,-73.4561,-27.1552,1771.21,-85.596,-12.9223,1755.73,-68.591,-21.5131,1747.67,55.6284,272.264,1664.85,58.5874,266.006,1647.41,38.2544,272.267,1654.58
1824,-74.566,-25.4268,1771.67,-86.832,-11.3452,1756.13,-69.9429,-20.2099,1747.99,56.3417,270.474,1665.89,59.2615,264.327,1648.28,39.0247,270.459,1655.5
1825,-75.6623,-23.6119,1772.06,-87.7477,-9.55494,1756.42,-70.9754,-18.4666,1748.37,56.9906,268.533,1666.91,59.8839,262.556,1649.31,39.5333,268.591,1656.74
1826,-76.7259,-21.8316,1772.47,-88.9825,-7.85866,1756.85,-72.0417,-16.788,1748.81,57.5881,266.412,1668.08,60.7493,260.519,1650.36,40.2537,266.602,1657.78
1827,-77.6902,-20.1263,1772.89,-89.7992,-5.96159,1757.23,-72.9883,-15.0144,1749.2,58.384,264.225,1669.29,61.4525,258.398,1651.42,40.9626,264.448,1659.15
1828,-78.6353,-18.4054,1773.25,-90.783,-4.51928,1757.55,-73.9152,-13.3846,1749.62,59.2908,261.893,1670.46,62.221,256.117,1652.84,41.7549,262.208,1660.34
1829,-79.4768,-16.6594,1773.67,-91.6242,-2.7829,1757.93,-74.7406,-11.734,1749.98,60.1882,259.503,1672.11,62.9831,253.933,1654.15,42.8202,259.837,1661.96
1830,-80.2785,-14.9727,1774.09,-92.2977,-0.975871,1758.34,-75.5772,-10.1567,1750.36,61.1082,256.837,1673.38,63.8822,251.247,1655.58,43.5736,257.345,1663.43
1831,-81.101,-13.2874,1774.51,-93.1784,0.660707,1758.69,-76.3659,-8.42403,1750.82,62.1003,254.159,1675.01,64.6608,248.695,1657.03,44.5053,254.588,1665.05
1832,-81.855,-11.5644,1774.89,-93.9564,2.31542,1759.01,-77.168,-6.94587,1751.16,62.9259,251.16,1676.57,65.4657,246.103,1658.77,45.2298,251.777,1666.68
1833,-82.5526,-9.87733,1775.29,-94.6527,4.0618,1759.55,-77.5303,-4.6519,1751.48,63.6984,248.178,1678.23,66.4615,243.066,1660.24,46.0564,248.88,1668.37
1834,-83.3569,-8.19316,1775.58,-95.5601,5.48292,1759.73,-78.4747,-3.37213,1751.89,64.7177,245.078,1680.09,67.4857,240.188,1661.96,47.129,245.914,1670.22
1835,-83.9439,-6.30904,1775.78,-96.0644,7.34554,1759.97,-79.1637,-1.79203,1752.14,65.8712,241.9,1681.77,68.4851,237.02,1663.76,48.2525,242.91,1672.21
1836,-84.6948,-4.6709,1776.14,-96.7913,8.66759,1760.33,-79.8308,-0.0155589,1752.44,66.988,238.625,1683.68,69.2401,234.084,1665.58,49.4189,239.792,1673.7
1837,-85.2797,-3.0783,1776.4,-97.3306,10.2636,1760.62,-80.3295,1.61741,1752.76,67.8679,235.199,1685.61,70.2669,230.541,1667.38,50.2174,236.284,1675.87
1838,-85.8027,-1.4737,1776.66,-97.8896,11.7787,1760.81,-80.9044,3.0651,1752.97,68.7198,231.704,1687.53,71.3607,227.323,1669.28,51.0807,232.894,1677.86
1839,-86.2161,0.0215313,1776.91,-98.2756,13.2728,1761.01,-81.3285,4.5187,1753.21,69.8146,228.137,1689.34,72.348,223.913,1671.1,52.1213,229.439,1679.67
1840,-86.6051,1.47575,1777.09,-98.6824,14.7741,1761.26,-81.5906,5.89652,1753.42,71.225,224.425,1691.34,73.496,220.339,1672.98,53.4183,225.883,1681.62
1841,-86.9154,2.80588,1777.24,-99.2195,16.0181,1761.3,-81.9729,7.14134,1753.62,71.969,220.584,1693.5,74.3977,216.633,1675.06,54.5232,222.28,1683.82
1842,-87.1702,4.17512,1777.38,-99.3722,17.3057,1761.32,-82.2914,8.48625,1753.72,72.8441,216.678,1695.53,75.4399,212.997,1677.11,55.4665,218.548,1685.75
1843,-87.3483,5.48227,1777.54,-99.6343,18.4901,1761.18,-82.5416,9.7091,1753.84,74.077,212.801,1697.39,76.5641,209.232,1678.95,56.3948,214.518,1687.92
1844,-87.5439,6.68706,1777.72,-99.7993,19.7989,1761.88,-82.7338,10.8331,1754,75.5034,208.79,1699.43,77.7613,205.337,1681,57.7563,210.687,1689.76
1845,-87.6705,7.90961,1777.89,-100.152,20.8416,1761.9,-82.9307,11.8854,1754.22,76.3779,204.645,1701.56,78.6719,201.374,1683.09,58.7864,206.646,1692
1846,-87.784,8.98324,1778.13,-100.388,21.9671,1762.01,-82.9959,13.0649,1754.35,77.2666,200.36,1703.63,79.7737,197.316,1685.07,59.7022,202.599,1694
1847,-87.7925,9.91412,1778.26,-100.311,23.0969,1762.25,-82.6087,14.6522,1754.49,78.4798,196.14,1705.57,80.9566,193.362,1686.93,60.8449,198.625,1695.94
1848,-87.7269,10.7713,1778.46,-100.51,23.9483,1762.4,-82.8368,15.0354,1754.69,79.5898,191.929,1707.54,82.0401,189.132,1688.96,62.0993,194.364,1697.9
1849,-87.5297,11.4519,1778.54,-100.182,24.3317,1762.35,-82.7215,15.6612,1754.81,80.5757,187.424,1709.53,82.962,184.885,1690.94,62.9449,190.022,1700.04
1850,-87.2743,12.1467,1778.56,-100.157,24.5373,1762.21,-82.5368,16.3099,1754.77,81.6774,183.097,1711.37,84.0977,180.651,1692.74,64.046,185.737,1701.92
1851,-87.0844,12.7704,1778.48,-99.8941,25.0802,1762.07,-82.3846,16.847,1754.63,82.7723,178.573,1713.23,85.2246,176.408,1694.54,65.332,181.638,1703.49
1852,-86.8089,13.2272,1778.37,-99.6885,25.5628,1762.03,-82.238,17.2775,1754.51,83.7653,174.119,1714.95,86.1911,171.982,1696.35,66.1683,177.056,1705.5
1853,-86.5007,13.6511,1778.23,-99.5241,25.9808,1761.91,-81.9834,17.7216,1754.35,84.975,169.567,1716.66,87.2731,167.672,1697.86,67.2308,172.814,1707.17
1854,-86.1869,14.0223,1778.05,-99.333,26.2556,1761.78,-81.3132,18.7449,1754.14,85.985,164.977,1718.15,88.4683,163.335,1699.35,68.505,168.443,1708.5
1855,-85.9338,14.3468,1777.81,-99.0938,26.4701,1761.55,-81.4142,18.4564,1753.91,86.9047,160.541,1719.74,89.2809,158.866,1701,69.4346,163.873,1710.18
1856,-85.6164,14.5744,1777.56,-98.8787,26.579,1761.26,-80.8074,19.2358,1753.64,88.0518,156.026,1720.98,90.2452,154.491,1702.27,70.3474,159.417,1711.66
1857,-85.2705,14.7202,1777.31,-98.5766,26.6936,1760.96,-80.867,18.7914,1753.44,89.0563,151.314,1722.49,91.4011,150.152,1703.64,71.4572,155.097,1712.85
1858,-84.8759,14.8062,1777.07,-98.1509,26.737,1760.78,-80.0658,19.4323,1753.16,89.9365,146.783,1723.59,92.167,145.651,1704.85,72.353,150.501,1714.4
1859,-84.0522,14.7495,1776.58,-97.4612,26.5292,1760.23,-79.3831,19.3012,1752.59,91.0759,142.224,1724.78,93.105,141.148,1706.07,73.1112,145.946,1715.82
1860,-83.6766,14.6245,1776.22,-97.1468,26.3361,1759.81,-79.4436,18.5736,1752.29,91.9639,137.562,1725.93,94.1841,136.676,1707,74.0477,141.623,1717.2
1861,-83.3757,14.5103,1775.77,-96.7504,26.2803,1759.43,-79.0115,18.5013,1751.89,92.6904,132.992,1727.04,95.0555,132.187,1708.27,74.7644,136.913,1717.91
1862,-83.0161,14.352,1775.34,-96.5535,25.825,1758.92,-78.7285,18.2996,1751.4,93.6569,128.373,1728.09,95.9001,127.921,1709.01,75.4554,132.366,1718.96
1863,-82.7046,14.1759,1774.88,-96.2618,25.6744,1758.41,-78.4554,18.1301,1750.96,94.7726,123.789,1729.04,96.9802,123.525,1710.22,76.6315,128.119,1719.56
1864,-82.45,13.9863,1774.44,-95.9631,25.6565,1757.84,-78.1775,17.9059,1750.47,95.4264,119.203,1729.89,97.7267,118.95,1711.08,78.0863,123.949,1720.87
1865,-82.2925,13.7926,1773.92,-95.7508,25.3422,1757.42,-77.9399,17.7231,1749.99,96.5776,114.671,1730.89,98.5597,114.53,1712.02,78.8064,119.501,1721.75
1866,-82.1451,13.5773,1773.44,-95.5539,25.0776,1756.95,-77.7597,17.4961,1749.6,97.2679,110.209,1731.56,99.5997,110.52,1712.61,79.7083,115.039,1722.54
1867,-81.9731,13.305,1773.07,-95.508,24.7146,1756.53,-77.6378,17.1681,1749.17,97.9617,105.594,1732.35,100.328,105.851,1713.43,80.8642,110.835,1723.34
