,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
144,-143.497,-108.855,1741.08,-152.701,-92.0272,1726.35,-135.301,-100.478,1718.9,30.8532,60.1769,1756.4,35.4982,61.077,1737.86,15.6308,68.2741,1746.36
145,-146.174,-107.179,1742.4,-155.117,-90.1286,1727.52,-138.163,-99.4134,1720.24,29.7658,57.9568,1757.38,33.8908,58.7291,1738.75,14.4547,66.0644,1747.17
146,-148.84,-105.366,1743.6,-157.644,-88.2864,1728.77,-140.708,-97.7149,1721.53,28.6048,55.7664,1758.05,32.6537,56.5788,1739.57,12.8251,63.8944,1748.19
147,-151.369,-103.338,1744.88,-160.064,-86.4806,1729.92,-143.128,-95.7414,1722.77,26.8687,53.5664,1759.06,31.2108,54.4793,1740.56,11.5307,61.8754,1749.23
148,-153.975,-101.229,1746.22,-162.726,-84.5379,1730.94,-145.516,-93.8325,1724.1,25.7096,51.4867,1759.98,29.5808,52.5448,1741.44,10.1447,59.9122,1750.21
149,-156.475,-98.9216,1747.46,-164.878,-82.1359,1732.11,-147.992,-91.9342,1725.32,24.3031,49.653,1760.73,28.2226,50.5799,1742.22,8.40205,57.9507,1750.95
150,-158.925,-96.7449,1748.77,-167.213,-80.1752,1733.3,-150.359,-89.8628,1726.6,22.3999,47.7071,1761.6,26.4288,48.8197,1743.05,7.11429,56.4283,1751.88
151,-161.33,-94.487,1750.1,-169.619,-77.8722,1734.43,-152.408,-87.2334,1727.8,21.163,46.0369,1762.54,24.8779,47.105,1743.96,5.48699,54.7607,1752.93
152,-163.696,-92.1338,1751.33,-171.914,-75.8591,1735.72,-154.922,-85.2095,1729.07,19.5685,44.3723,1763.54,23.4419,45.4835,1745.03,4.03626,53.2479,1753.86
153,-165.972,-89.6457,1752.72,-174.123,-73.6025,1736.7,-157.324,-82.8772,1730.42,17.9647,42.744,1764.46,21.8787,44.0237,1745.91,2.70332,51.8033,1754.77
154,-168.284,-87.1551,1754.04,-176.042,-70.2224,1738.21,-159.63,-80.563,1731.77,16.7846,41.484,1765.28,20.585,42.7082,1746.74,1.13484,50.5199,1755.71
155,-170.473,-84.4825,1755.38,-178.356,-68.1718,1739.34,-161.779,-78.1172,1733.12,14.9071,40.1086,1766.19,18.9453,41.3914,1747.66,-0.149589,49.3992,1756.63
156,-172.564,-81.8266,1756.81,-180.44,-65.5954,1740.63,-163.696,-75.3117,1734.33,13.6841,39.0963,1767.11,17.5696,40.4319,1748.66,-1.87629,48.3425,1757.66
157,-174.672,-79.0824,1758.14,-182.553,-63.1576,1741.79,-165.737,-72.6724,1735.65,11.8398,38.0708,1768.15,16.0419,39.5854,1749.64,-3.11508,47.5892,1758.53
158,-176.613,-76.2294,1759.53,-184.259,-60.1184,1743.09,-167.778,-70.1878,1736.96,10.6017,37.4508,1768.96,14.3867,38.7544,1750.45,-5.01886,46.9929,1759.4
159,-178.593,-73.4388,1760.7,-186.302,-57.6323,1744.19,-169.426,-67.2458,1738.14,8.67243,36.6997,1769.75,12.7229,38.1026,1751.36,-6.17908,46.5382,1760.19
160,-180.463,-70.3808,1761.81,-188.006,-54.6539,1745.31,-171.258,-64.5284,1739.27,7.29761,36.3952,1770.65,11.0355,37.5986,1752.13,-8.0578,46.0984,1761.14
161,-182.256,-67.2996,1762.79,-189.588,-51.4781,1746.26,-172.882,-61.8254,1740.44,5.21957,35.9977,1771.4,9.31359,37.2931,1752.93,-9.54764,46.0136,1762.02
162,-183.922,-64.3016,1763.93,-191.257,-48.6639,1747.37,-174.391,-58.9212,1741.59,3.75754,35.9086,1772.38,7.68967,37.2121,1753.87,-11.3788,45.9155,1762.92
163,-185.527,-61.1958,1765.01,-192.775,-45.6238,1748.28,-175.916,-55.9706,1742.78,1.73563,35.8742,1773.37,5.86865,37.2515,1754.9,-12.9861,46.1251,1763.83
164,-187.117,-58.0843,1766.01,-194.453,-42.9148,1749.24,-177.3,-52.8726,1743.67,0.207392,36.1767,1774.27,4.10463,37.3301,1755.73,-14.8756,46.3247,1764.66
165,-188.596,-54.9094,1767,-195.88,-39.8584,1750.03,-178.982,-50.6787,1744.8,-2.01158,36.5455,1775.17,2.20738,37.5794,1756.7,-16.6029,46.7491,1765.52
166,-189.951,-51.6368,1767.96,-197.2,-36.5897,1751.04,-180.031,-46.8021,1745.61,-3.48036,37.1307,1776.12,0.294237,38.1114,1757.6,-18.5159,47.3979,1766.51
167,-191.339,-48.3312,1768.8,-198.04,-32.7179,1751.16,-181.269,-43.7588,1746.63,-5.92215,37.7054,1777.08,-1.96383,38.5555,1758.42,-20.4032,48.0792,1767.44
168,-192.591,-45.0336,1769.63,-199.54,-30.0797,1752.12,-182.473,-40.3694,1747.24,-7.53712,38.5999,1778.17,-3.69108,39.3451,1759.66,-22.1389,49.0163,1768.48
169,-193.78,-41.6752,1770.47,-200.611,-26.4659,1752.83,-183.52,-37.2251,1748.32,-9.66618,39.5151,1779.33,-5.5374,40.401,1760.89,-24.2277,49.9763,1769.55
170,-194.87,-38.2384,1771.29,-201.587,-23.1022,1753.54,-184.469,-33.87,1749.1,-11.4681,40.6151,1780.47,-7.55599,41.0774,1761.91,-25.7962,51.2389,1770.62
171,-195.861,-34.8459,1772.08,-202.697,-20.2505,1754.35,-185.449,-30.5084,1749.88,-13.4903,41.9634,1781.57,-9.70311,42.2608,1763.02,-27.618,52.5896,1771.5
172,-196.647,-31.6143,1772.84,-203.657,-17.1442,1754.82,-186.089,-27.0628,1750.62,-15.541,43.2872,1782.62,-11.4845,43.668,1763.96,-29.6978,53.8527,1772.54
173,-197.352,-28.2205,1773.66,-204.077,-13.2645,1755.5,-187.121,-24.4606,1751.63,-17.117,44.9162,1783.58,-13.3259,45.0083,1765.19,-31.3808,55.5069,1773.5
174,-197.974,-24.88,1774.38,-204.811,-10.4659,1756.13,-187.534,-20.8496,1752.22,-19.3151,46.4858,1784.66,-15.3862,46.53,1766.14,-33.2372,57.1357,1774.45
175,-198.533,-21.5408,1775.09,-205.454,-7.49556,1756.86,-187.84,-17.4475,1752.9,-21.3359,48.4282,1785.61,-17.1629,48.3109,1767.13,-35.1517,59.0955,1775.29
176,-198.945,-18.2815,1775.79,-205.589,-3.86681,1757.42,-188.49,-14.9384,1753.86,-22.9859,50.4679,1786.56,-18.6685,50.2978,1768.07,-36.9753,61.0034,1776.2
177,-199.222,-14.9734,1776.44,-206.06,-1.31898,1757.94,-188.608,-11.4877,1754.41,-25.0957,52.6628,1787.47,-20.7382,52.2963,1768.91,-38.83,63.3245,1776.91
178,-199.421,-11.7353,1777.14,-206.363,1.67918,1758.47,-188.737,-8.42192,1755.01,-27.1819,54.9044,1788.38,-22.5871,54.4632,1769.76,-40.845,65.5004,1777.75
179,-199.541,-5.49726,1778.43,-206.472,7.4808,1759.31,-188.748,-2.43704,1756.22,-28.8997,57.3672,1789.22,-24.4177,56.7697,1770.65,-42.5708,67.8226,1778.62
180,-199.364,0.561212,1779.53,-206.079,13.5913,1760.26,-188.837,2.43688,1757.54,-30.8783,59.8844,1790.04,-26.5866,59.1695,1771.52,-44.4014,70.3475,1779.39
181,-199.198,3.45867,1780.04,-205.979,15.7889,1760.79,-188.172,5.98468,1757.91,-32.8948,62.515,1790.86,-28.1255,61.7969,1772.35,-46.363,72.9015,1780.09
182,-198.853,6.33926,1780.5,-205.824,18.5328,1761.12,-187.921,8.67154,1758.39,-34.8953,65.3332,1791.61,-30.0791,64.2968,1773.03,-48.3365,75.6017,1780.85
183,-198.5,9.06705,1780.99,-205.465,21.2733,1761.38,-187.845,10.5401,1759.15,-36.7372,68.1193,1792.36,-31.8331,67.0698,1773.92,-50.2625,78.2868,1781.56
184,-198.118,11.7652,1781.58,-205.019,23.4586,1761.92,-186.851,14.153,1759.4,-38.3254,71.0819,1793.12,-33.8473,69.7434,1774.66,-51.8797,81.1082,1782.15
185,-196.967,16.8655,1782.6,-203.983,27.7937,1762.96,-186.086,18.1028,1760.6,-40.0066,74.1049,1793.88,-35.1108,72.8186,1775.47,-53.4937,84.2172,1782.75
186,-196.231,19.2889,1783,-203.51,30.093,1763.33,-184.996,21.3121,1760.83,-42.0632,76.8129,1794.83,-36.952,75.5588,1776.1,-55.0648,87.1513,1783.22
187,-195.495,21.6298,1783.33,-202.837,32.5263,1763.36,-184.176,23.5744,1761.1,-43.7729,79.8301,1795.48,-38.4319,78.7446,1776.77,-56.858,90.2691,1783.88
188,-194.646,23.8989,1783.6,-201.986,34.9616,1763.3,-184.125,24.2365,1761.64,-45.5691,83.0162,1796.02,-40.0467,81.7296,1777.49,-58.2059,93.4789,1784.32
189,-193.633,26.1054,1783.73,-201.126,37.1181,1763.51,-182.312,27.8295,1761.44,-47.1612,86.2905,1796.61,-42.1646,84.7221,1777.88,-60.1158,96.5833,1784.71
190,-192.566,28.221,1783.76,-200.201,38.6837,1763.29,-181.25,29.7973,1761.52,-48.6677,89.5992,1797.18,-43.512,88.0512,1778.44,-61.5597,99.792,1785.1
191,-191.445,30.1201,1783.72,-199.017,40.1752,1763.38,-180.033,31.7013,1761.54,-50.1343,93.0042,1797.66,-44.9478,91.1424,1778.89,-63.0495,103.04,1785.4
192,-190.17,31.9458,1783.7,-197.693,42.099,1763.07,-179.048,32.6828,1761.77,-51.5081,96.5061,1798.09,-46.319,94.4819,1779.36,-64.3843,106.476,1785.74
193,-188.779,33.6875,1783.66,-196.259,43.6133,1762.94,-177.896,33.941,1761.73,-52.8642,99.9683,1798.59,-47.608,97.8904,1780.03,-65.6465,109.781,1785.99
194,-187.152,35.2698,1783.64,-194.713,44.9656,1762.92,-176.008,36.0324,1761.61,-54.1009,103.447,1799.13,-48.8158,101.277,1780.36,-66.8983,113.278,1786.4
195,-185.551,36.7808,1783.52,-193.203,46.0409,1762.89,-174.115,38.0258,1761.38,-55.2968,107.107,1799.38,-49.8968,104.903,1780.8,-68.0359,116.891,1786.67
196,-182.085,39.4599,1783.16,-189.839,48.675,1762.27,-170.968,40.0726,1761.14,-56.4947,110.902,1799.64,-50.9423,108.612,1781.16,-69.0995,120.561,1786.93
197,-178.608,41.8969,1782.43,-186.627,50.7883,1761.47,-167.57,42.3195,1760.6,-57.6247,114.689,1799.9,-51.9971,112.206,1781.63,-70.0539,124.282,1787.05
198,-175.008,43.9888,1781.47,-183.251,52.6222,1760.65,-163.833,44.9778,1759.19,-58.7344,118.519,1800.12,-53.2016,115.851,1781.54,-71.3997,127.852,1787.26
199,-173.143,44.7433,1780.95,-181.374,53.3034,1760.02,-161.989,45.7631,1758.61,-59.7832,122.403,1800.22,-54.0676,119.761,1781.74,-72.5986,131.612,1787.17
200,-171.084,45.4612,1780.16,-179.517,53.8612,1759.3,-160.054,46.4192,1757.9,-60.8997,126.168,1800.3,-54.9822,123.606,1781.64,-73.9593,135.092,1787.06
201,-169.035,45.9867,1779.44,-177.593,54.2069,1758.64,-158.043,47.0031,1757.11,-61.9175,130.017,1800.29,-55.9555,127.379,1781.68,-74.5843,139.172,1786.96
202,-166.976,46.4575,1778.58,-175.53,54.78,1757.72,-155.957,47.5641,1756.3,-62.7063,134.045,1800.17,-56.7583,131.095,1781.74,-75.1875,142.937,1786.72
203,-164.922,46.7715,1777.62,-173.557,55.0491,1756.91,-153.984,47.9338,1755.32,-63.5642,137.918,1800.02,-57.4317,134.854,1781.73,-75.96,146.688,1786.47
204,-162.796,47.1992,1776.68,-171.613,55.3342,1755.99,-151.935,48.3385,1754.31,-64.3062,141.828,1799.79,-58.1798,138.586,1781.57,-76.9921,150.433,1786.07
205,-160.675,47.5075,1775.64,-169.669,55.6136,1754.85,-149.963,48.6654,1753.26,-65.1738,145.709,1799.55,-58.9262,142.407,1781.34,-77.9504,154.052,1785.61
206,-158.643,47.6351,1774.58,-167.649,55.778,1753.84,-148.01,48.848,1752.19,-65.7225,149.563,1799.22,-59.5305,146.189,1781.12,-78.2762,157.894,1785.35
207,-156.663,47.662,1773.39,-165.648,55.9079,1752.68,-145.994,49.0069,1750.95,-66.285,153.434,1798.82,-59.9595,149.876,1780.8,-78.8539,161.502,1784.87
208,-154.506,47.7094,1772.12,-163.778,55.8525,1751.52,-144.007,49.0634,1749.71,-66.9898,157.257,1798.14,-60.5698,153.515,1780.34,-79.8333,165.063,1784.05
209,-152.466,47.4235,1770.81,-161.782,55.554,1750.26,-142.016,48.8381,1748.28,-67.5816,160.955,1797.61,-61.1187,157.145,1779.57,-80.3263,168.352,1783.51
210,-150.492,47.0855,1769.4,-159.687,55.2676,1748.81,-139.927,48.6566,1746.87,-67.8837,164.575,1796.72,-61.6275,160.477,1778.9,-80.6004,172.04,1782.48
211,-148.368,46.673,1767.9,-157.681,54.8114,1747.35,-137.877,48.2926,1745.36,-68.377,168.102,1795.79,-61.954,164.028,1778.06,-81.2773,175.281,1781.52
212,-146.258,46.1438,1766.33,-155.617,54.5503,1745.85,-135.764,47.9671,1743.86,-68.8977,171.483,1794.95,-62.2703,167.367,1777.06,-81.7247,178.508,1780.5
213,-144.06,45.7357,1764.76,-153.372,54.1871,1744.12,-133.668,47.5052,1742.12,-68.9214,174.977,1793.88,-62.63,170.456,1776.03,-81.8197,181.746,1779.51
214,-142.113,45.0581,1763.13,-151.467,53.4442,1742.63,-131.655,47.0057,1740.5,-69.2463,178.154,1792.94,-62.7063,173.725,1775.04,-82.1418,184.74,1778.47
215,-139.929,44.398,1761.33,-149.537,52.7676,1741.01,-129.683,46.4572,1738.69,-69.4492,181.24,1791.97,-63.0528,176.692,1774.03,-82.3144,187.717,1777.41
216,-137.637,43.8901,1759.6,-147.426,52.0215,1739.28,-127.587,45.7719,1736.98,-69.1974,184.446,1790.88,-62.7652,179.708,1773.14,-82.3117,190.55,1776.21
217,-52.5157,-65.6695,1689.18,-63.3685,-52.022,1672.14,-45.2223,-60.0523,1666.08,-69.466,187.261,1790.03,-62.7234,182.583,1772.27,-82.363,193.279,1775.47
218,-52.0137,-67.3645,1689.83,-62.9703,-53.8884,1672.59,-44.8258,-61.7646,1666.6,-69.1739,190.051,1789.12,-62.6649,185.197,1771.5,-82.2367,195.995,1774.46
219,-51.7971,-69.2818,1690.53,-62.4437,-55.546,1673.46,-44.7154,-63.6998,1667.3,-68.9828,192.831,1788.13,-62.2665,187.839,1770.79,-81.9109,198.506,1773.37
220,-51.5679,-71.0925,1691.35,-62.2954,-57.3589,1674.36,-43.9874,-64.8422,1668.2,-68.6693,195.354,1787.34,-61.9772,190.311,1769.8,-81.9062,200.77,1772.53
221,-51.4525,-72.7848,1692.2,-62.2279,-59.1606,1675.26,-44.522,-67.331,1668.96,-68.077,197.888,1786.37,-61.3267,192.909,1768.88,-81.2757,203.203,1771.44
222,-51.4192,-74.4981,1693.05,-62.2091,-60.7913,1676.24,-44.478,-68.8167,1669.82,-67.8446,200.235,1785.2,-60.6269,195.33,1767.94,-80.9477,205.31,1770.32
223,-51.5944,-76.1797,1694.05,-62.2784,-62.3509,1677.18,-44.6586,-70.5652,1670.81,-66.7787,202.545,1784.21,-59.9654,197.526,1766.91,-80.2547,207.294,1769.36
224,-51.9202,-77.6815,1695.1,-62.4562,-63.7886,1678.26,-44.8633,-72.0116,1671.91,-66.3924,204.722,1783.18,-59.3205,199.49,1765.83,-79.6029,209.328,1768.27
225,-52.1924,-79.1701,1696.29,-62.8908,-65.3594,1679.46,-45.1592,-73.4147,1673.11,-65.3515,206.802,1781.87,-58.2771,201.509,1764.77,-78.9552,211.091,1767.04
226,-52.8136,-80.5351,1697.51,-63.3769,-66.5907,1680.83,-45.7654,-74.9196,1674.47,-64.7802,208.616,1780.84,-57.3143,203.305,1763.79,-77.7083,212.875,1766.01
227,-53.3913,-81.7476,1698.99,-64.0379,-67.9031,1682.42,-46.2884,-75.9744,1675.95,-63.4221,210.309,1779.7,-56.6307,204.81,1762.5,-76.9992,214.389,1764.94
228,-54.2049,-83.0528,1700.67,-64.7728,-69.1098,1684.07,-47.1187,-77.2275,1677.61,-62.667,211.859,1778.36,-55.4435,206.398,1761.35,-75.8334,215.839,1763.53
229,-55.1219,-84.284,1702.48,-65.7062,-70.2791,1686,-48.0837,-78.4817,1679.4,-61.1905,213.347,1777.08,-54.295,207.94,1760.01,-74.9982,217.199,1762.23
230,-56.1065,-85.4318,1704.46,-66.5956,-71.4291,1687.87,-48.9966,-79.6174,1681.36,-60.4006,214.603,1775.7,-53.2871,209.156,1758.56,-73.7338,218.384,1760.88
231,-57.2064,-86.535,1706.47,-67.7631,-72.576,1690.04,-50.1889,-80.7951,1683.44,-59.014,215.821,1774.07,-52.0742,210.443,1757.16,-72.954,219.528,1759.48
232,-58.404,-87.5721,1708.6,-68.9719,-73.6497,1692.14,-51.3906,-81.8127,1685.56,-58.1066,216.781,1772.91,-50.8673,211.433,1755.64,-71.3902,220.537,1758.27
233,-59.6894,-88.498,1710.68,-70.4062,-74.6325,1694.3,-52.8652,-82.974,1687.62,-56.6158,217.894,1771.34,-49.6636,212.489,1754.27,-70.5474,221.37,1756.72
234,-61.079,-89.4265,1712.73,-71.7262,-75.4748,1696.34,-54.2861,-83.8281,1689.64,-55.5338,218.732,1769.99,-48.3934,213.466,1752.92,-68.9288,222.178,1755.43
235,-62.5361,-90.1437,1714.77,-73.1154,-76.2254,1698.32,-55.7435,-84.7194,1691.76,-53.7657,219.57,1768.67,-47.0161,214.225,1751.46,-67.8227,222.869,1754.19
236,-63.9863,-90.8327,1716.85,-74.4863,-76.8443,1700.4,-56.9535,-85.0477,1693.75,-52.6552,220.265,1767.16,-46.3988,214.829,1749.91,-66.3637,223.578,1752.7
237,-65.5563,-91.4285,1718.81,-76.06,-77.3739,1702.26,-58.4629,-85.7511,1695.7,-50.898,220.898,1765.6,-44.5691,215.388,1748.49,-65.1534,224.128,1751.22
238,-67.107,-91.9814,1720.81,-77.5679,-77.7618,1704.31,-59.5561,-85.6401,1697.72,-49.7723,221.226,1764.13,-43.1272,215.864,1746.94,-63.5958,224.474,1749.86
239,-68.6706,-92.4318,1722.9,-79.1633,-78.2154,1706.36,-61.3831,-86.5205,1699.86,-48.1703,221.571,1762.5,-41.7027,216.132,1745.17,-62.405,224.798,1748.12
240,-70.1617,-92.759,1725.1,-80.6581,-78.5682,1708.52,-62.8953,-86.9888,1702.12,-46.9993,221.648,1761,-40.0241,216.373,1743.64,-60.845,224.983,1746.74
241,-71.754,-93.1478,1727.34,-82.2319,-78.8636,1710.71,-64.4506,-87.3436,1704.32,-45.3099,221.809,1759.42,-38.4593,216.504,1742.01,-59.4213,224.945,1745.27
242,-73.2925,-93.4178,1729.71,-83.7843,-79.1784,1713.24,-66.0293,-87.6723,1706.76,-44.06,221.737,1757.84,-36.692,216.654,1740.52,-58.091,224.81,1743.75
243,-74.7969,-93.7113,1732.19,-85.3392,-79.5893,1715.67,-67.6206,-88.0044,1709.18,-42.3165,221.606,1756.41,-35.1797,216.563,1739.01,-56.3114,224.724,1742.21
244,-76.4213,-93.943,1734.57,-87.0366,-79.7751,1717.95,-69.2178,-88.2796,1711.48,-41.0022,221.453,1755.09,-34.1111,216.469,1737.59,-55.0553,224.657,1740.88
245,-78.1079,-94.2442,1736.95,-88.5497,-79.9453,1720.34,-70.9118,-88.6078,1713.9,-39.2855,221.129,1753.52,-32.6104,216.158,1736.21,-53.3412,224.346,1739.39
246,-79.635,-94.4695,1739.24,-90.0849,-80.3452,1722.71,-72.421,-88.7296,1716.18,-37.4316,220.751,1752.07,-30.8247,215.986,1734.7,-51.9359,223.88,1737.96
247,-81.2742,-94.6216,1741.45,-91.774,-80.5809,1724.85,-74.1503,-89.0476,1718.39,-35.8167,220.17,1750.52,-29.3332,215.56,1733.06,-50.037,223.423,1736.49
248,-82.8198,-94.7115,1743.48,-93.2299,-80.7194,1726.81,-75.761,-89.2624,1720.34,-34.0406,219.733,1748.87,-27.5114,215.044,1731.12,-48.5005,222.813,1734.97
249,-84.4018,-94.82,1745.31,-94.8349,-80.9315,1728.75,-77.2546,-89.295,1722.21,-32.2538,218.951,1747.35,-25.7827,214.446,1729.95,-46.8082,222.129,1733.47
250,-87.4928,-94.8264,1748.82,-97.8989,-80.8491,1732.06,-80.4882,-89.4603,1725.73,-30.1644,218.184,1745.81,-24.0665,213.562,1728.32,-44.8058,221.302,1732.01
251,-89.0604,-94.7731,1750.4,-99.4498,-81.0655,1733.87,-82.1064,-89.5106,1727.35,-28.812,217.251,1744.26,-22.1622,212.878,1726.75,-43.2005,220.456,1730.53
252,-90.6625,-94.719,1752.07,-100.934,-80.85,1735.61,-83.7518,-89.4725,1729.04,-26.8371,216.35,1742.75,-20.4244,211.905,1725.36,-41.1379,219.554,1728.86
253,-92.2382,-94.5852,1753.72,-102.668,-80.8165,1737.27,-85.3144,-89.2463,1730.73,-24.8662,215.136,1741.33,-18.4467,210.672,1723.71,-39.5422,218.271,1727.67
254,-93.8182,-94.4812,1755.34,-104.24,-80.602,1738.85,-86.9227,-89.1289,1732.32,-22.903,214.011,1739.77,-16.6896,209.714,1722.15,-37.4008,217.273,1726.17
255,-95.4559,-94.3656,1756.84,-105.947,-80.5298,1740.45,-88.7347,-89.188,1733.77,-20.8444,212.761,1738.23,-14.3825,208.562,1720.65,-35.4267,215.898,1724.55
256,-97.1005,-94.2803,1758.24,-107.708,-80.4574,1741.88,-90.4276,-89.0376,1735.22,-18.7863,211.251,1736.79,-12.4856,207.119,1719.16,-33.3406,214.631,1723.16
257,-98.7808,-94.1118,1759.63,-109.473,-80.1491,1743.17,-92.1795,-88.7522,1736.53,-16.3142,209.831,1735.42,-10.166,205.824,1717.66,-31.1177,213.26,1721.69
258,-100.477,-93.7924,1760.78,-111.365,-80.002,1744.34,-93.9432,-88.4044,1737.6,-14.4766,208.268,1734.03,-8.10831,204.187,1716.12,-28.8623,211.714,1720.48
259,-102.275,-93.4194,1761.81,-113.199,-79.5352,1745.47,-95.9367,-88.1937,1738.7,-12.1024,206.612,1732.48,-5.56711,202.756,1714.76,-26.4802,210.162,1718.94
260,-104.057,-93.0533,1762.67,-114.99,-79.104,1746.3,-97.6968,-87.5886,1739.5,-10.1081,204.775,1730.94,-3.40515,200.981,1713.13,-24.3562,208.478,1717.42
261,-105.883,-92.5706,1763.46,-116.822,-78.605,1747.28,-99.6196,-87.2432,1740.42,-7.31939,202.992,1729.28,-1.1786,199.273,1711.39,-21.7618,206.851,1715.59
262,-107.635,-92.2055,1764.38,-118.713,-78.1427,1748.02,-101.409,-86.6753,1741.21,-5.50259,200.987,1727.49,1.10232,197.411,1709.67,-19.8005,204.906,1714.12
263,-109.364,-91.7046,1765.15,-120.403,-77.6201,1748.86,-103.178,-86.2999,1742.04,-3.05533,198.955,1725.72,3.24142,195.471,1707.96,-17.4128,203.068,1712.4
264,-111.026,-91.3088,1765.9,-122.043,-77.1487,1749.6,-104.734,-85.681,1742.77,-0.394479,196.978,1724.12,5.54462,193.468,1706.01,-15.474,200.926,1710.63
265,-112.525,-90.7736,1766.64,-123.649,-76.6716,1750.34,-106.441,-85.3541,1743.56,1.61924,194.805,1722.55,7.59454,191.268,1704.43,-13.0513,198.809,1709.3
266,-113.968,-90.27,1767.23,-125.24,-76.2572,1750.86,-107.924,-84.8573,1744.07,4.09002,192.661,1720.86,9.89828,189.078,1702.93,-10.6097,196.608,1707.9
267,-115.445,-89.6979,1767.7,-126.629,-75.5588,1751.43,-109.207,-84.02,1744.58,6.20687,190.251,1719.52,12.1202,186.866,1701.63,-8.73417,194.289,1706.55
268,-116.856,-89.0565,1768.04,-128.029,-75.0371,1751.42,-110.167,-82.7964,1744.87,8.61089,187.814,1718.2,14.2903,184.506,1700.23,-6.32685,192.137,1705.18
269,-118.259,-88.3638,1768.3,-129.353,-74.2091,1752.04,-111.879,-82.4605,1745.21,11.2134,185.262,1716.95,16.6197,182.033,1698.81,-4.18176,189.52,1704.04
270,-119.558,-87.6276,1768.53,-130.783,-73.5429,1752.34,-113.149,-81.7405,1745.55,13.2639,182.559,1715.82,18.8069,179.577,1697.53,-1.92061,187.008,1702.87
271,-120.792,-86.8243,1768.89,-131.939,-72.6757,1752.69,-114.29,-80.9131,1745.87,15.8458,180.029,1714.56,21.056,176.809,1696.32,0.852499,184.506,1701.81
272,-122.017,-86.1067,1769.21,-132.991,-71.8529,1753.01,-115.314,-80.0856,1746.2,18.1719,177.183,1713.55,23.3732,174.171,1694.98,2.87143,181.813,1700.78
273,-123.049,-85.372,1769.62,-134.118,-71.0843,1753.43,-116.264,-79.3188,1746.54,20.1868,174.285,1712.42,25.8849,171.371,1694.19,5.07924,178.997,1699.82
274,-124.029,-84.6265,1770,-135.031,-70.3782,1753.79,-117.213,-78.5494,1746.91,22.616,171.524,1711.28,27.868,168.528,1693.03,7.70955,176.382,1698.78
275,-124.959,-83.9378,1770.32,-135.887,-69.6068,1754.11,-118.034,-77.912,1747.23,24.8613,168.637,1710.32,30.0322,165.716,1691.97,9.88119,173.691,1698.03
276,-125.706,-83.1968,1770.6,-136.722,-68.9376,1754.41,-118.857,-77.2585,1747.54,26.8744,165.573,1709.27,32.1572,162.895,1690.95,12.0142,170.938,1697.16
277,-126.479,-82.4107,1770.84,-137.428,-68.2367,1754.61,-119.528,-76.4538,1747.82,28.8064,162.634,1708.47,34.0818,159.919,1690.14,14.009,168.005,1696.37
278,-127.169,-81.6441,1771.06,-138.052,-67.4399,1754.72,-120.168,-75.6937,1748.02,30.7617,159.497,1707.93,35.9471,156.914,1689.41,16.0741,165.081,1695.46
279,-127.77,-80.9153,1771.16,-138.6,-66.7497,1754.65,-120.314,-74.3644,1748.18,32.8534,156.415,1707.18,37.8224,153.983,1688.7,17.892,162.082,1694.77
280,-128.39,-80.1713,1771.28,-139.112,-65.9701,1754.53,-121.355,-74.296,1748.27,34.8382,153.541,1706.58,39.7051,151.05,1688.11,19.4851,159.111,1694.39
281,-128.912,-79.434,1771.23,-139.526,-65.1736,1754.52,-121.759,-73.5954,1748.32,36.518,150.372,1706.21,41.4093,148.153,1687.66,21.1996,156.384,1694.09
282,-129.399,-78.6542,1771.15,-140.037,-64.5469,1754.55,-122.164,-72.8469,1748.25,38.3415,147.439,1705.72,43.2117,145.214,1687.21,22.7681,153.438,1693.7
283,-129.701,-77.9137,1771.1,-140.344,-63.804,1754.41,-122.481,-72.1952,1748.18,39.9615,144.62,1705.4,44.8016,142.249,1686.96,24.5602,150.59,1693.48
284,-130.09,-77.218,1770.99,-140.61,-63.0612,1754.15,-122.732,-71.3806,1748.09,41.5595,141.516,1705.28,46.4443,139.426,1686.62,26.2168,147.735,1693.28
285,-130.916,-75.1147,1770.77,-141.184,-61.1213,1753.89,-123.539,-69.3324,1747.81,42.9976,138.722,1705.01,47.9437,136.633,1686.39,27.9565,145.078,1693.24
286,-131.216,-74.3479,1770.66,-141.351,-60.38,1753.74,-123.853,-68.7261,1747.7,44.5592,135.95,1704.82,49.4199,133.938,1686.2,29.4762,142.419,1693.21
287,-131.552,-73.6616,1770.41,-141.623,-59.626,1753.54,-124.01,-67.8488,1747.62,46.0446,133.222,1704.7,50.8007,131.248,1686.13,31.2118,139.676,1693.08
288,-131.858,-72.8435,1770.26,-141.95,-58.8191,1753.29,-123.584,-66.1798,1747.48,47.5941,130.572,1704.67,52.4013,128.701,1686.15,32.6646,137.102,1693.06
289,-132.185,-72.0601,1770.02,-142.398,-58.1202,1753.07,-123.959,-65.3563,1747.23,49.2073,127.782,1704.78,53.8747,125.989,1686.19,34.1264,134.582,1692.95
290,-132.684,-71.259,1769.72,-142.793,-57.2668,1752.78,-124.791,-65.1647,1746.98,50.7912,125.339,1704.78,55.352,123.482,1686.18,35.5422,131.998,1692.98
